ply,player,role,fen_before,move,fallback
71,Stockfish-Strong,black,1n3r2/rpp2pk1/8/4N2p/B2PP1p1/B3nPPP/P2KN3/1R1R4 b - - 5 36,h5h4,True
150,Stockfish-GM,white,B7/8/1RK1Pkrr/8/p2R1P2/p7/P7/8 w - - 7 76,c6b7,True
151,Stockfish-Strong,black,3N1k2/7p/1n5P/2r1P2B/8/2b5/8/5K2 b - - 0 76,b6d5,True
152,stupid1,white,3N1k2/7p/7P/2rnP2B/8/2b5/8/5K2 w - - 1 77,h5g6,False
148,Stockfish-Mid,white,B4r2/5k2/p2np3/P1P1P3/1B5p/4K2p/3P4/R7 w - - 3 75,b4c3,True
82,Stockfish-Weak,white,rn1rk3/1p4B1/PP1p2pp/1N1P2p1/R3Pp2/1Q4N1/5nK1/4RB2 w - - 1 42,a4a3,True
46,Stockfish-Weak,white,r3kb1r/4p1pp/n1pp1p1n/p7/B1PP1P2/PP1KP3/4Q1bP/1RBN3R w - - 1 24,d3c2,True
10,Stockfish-Strong,white,r1bqkb1r/p1pppppp/n7/5n2/p7/NP3P1P/2PPP1P1/R1BQKBNR w KQkq - 0 6,h3h4,True
2,Stockfish-GM,white,rnbqkbnr/pppppp1p/8/6p1/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,f3g5,True
133,Stockfish-Strong,black,2r2bk1/1QP5/r2pP3/3P1pnp/pp2p2P/4P1p1/6PR/1KR1NB2 b - - 1 67,c8a8,True
11,stupid2,black,r1bqkb1r/p1pppppp/n7/5n2/p6P/NP3P2/2PPP1P1/R1BQKBNR b KQkq - 0 6,a8b8,False
134,stupid1,white,r4bk1/1QP5/r2pP3/3P1pnp/pp2p2P/4P1p1/6PR/1KR1NB2 w - - 2 68,b7c6,False
91,Stockfish-Mid,black,2R5/bNr5/k3bp2/4pP1p/P1ppPP1Q/1P1P3B/3K3P/5N2 b - - 4 46,c7h7,True
59,Stockfish-Strong,black,r1b1k3/p1Pp2p1/1pQ1p2r/4np1p/3P1PPq/2n4P/PBN1P3/R1K1NBR1 b - - 5 30,e8f8,True
179,Stockfish-GM,black,8/3N3k/8/qNpP3K/p5n1/8/8/b7 b - - 0 90,g4f6,True
73,Stockfish-Strong,black,2b3k1/3p1pr1/3q1b1p/p3p3/1nB1P1nP/2P1R1PN/PPN2r2/2R1B1K1 b - - 0 37,d6d2,True
63,Stockfish-GM,black,r4b1r/5p2/1p1k3p/1ppP1Pp1/1n1PN3/P7/RKb1NP1P/3B3R b - - 5 32,d6c7,True
174,Stockfish-Weak,white,5N2/8/R7/P1P2p2/1P2k2K/3N4/5R2/5r2 w - - 5 88,d3e5,True
97,Stockfish-Strong,black,1r6/8/1p2k1nN/p1pp3P/P5pb/1P1P2B1/3QK3/1R2R2B b - - 2 49,e6d7,True
83,Stockfish-GM,black,1n4nr/rb1k1p2/2p2b2/p1P5/P1qPR1pP/5NN1/6P1/KR6 b - - 1 42,f6h4,True
48,Stockfish-GM,white,rnb5/p2pk1pr/2pb2n1/4p1P1/Bq2Pp2/RP3P1p/1BPP3P/1Q2K1NR w - - 2 25,b1a2,True
148,Stockfish-Strong,white,8/k7/2R5/p7/P2p1NB1/8/Rp5P/5K1Q w - - 0 75,g4e6,True
153,Stockfish-Strong,black,3N1k2/7p/6BP/2rnP3/8/2b5/8/5K2 b - - 2 77,c3d4,True
154,stupid1,white,3N1k2/7p/6BP/2rnP3/3b4/8/8/5K2 w - - 3 78,g6f5,False
149,Stockfish-Strong,black,B4r2/5k2/p2np3/P1P1P3/7p/2B1K2p/3P4/R7 b - - 4 75,f7e8,True
83,Stockfish-Strong,black,rn1rk3/1p4B1/PP1p2pp/1N1P2p1/4Pp2/RQ4N1/5nK1/4RB2 b - - 2 42,a8a6,True
47,Stockfish-Strong,black,r3kb1r/4p1pp/n1pp1p1n/p7/B1PP1P2/PP2P3/2K1Q1bP/1RBN3R b - - 2 24,f6f5,True
151,Stockfish-Weak,black,B7/1K6/1R2Pkrr/8/p2R1P2/p7/P7/8 b - - 8 76,h6h5,True
3,Stockfish-Weak,black,rnbqkbnr/pppppp1p/8/6N1/8/8/PPPPPPPP/RNBQKB1R b KQkq - 0 2,b8c6,True
72,Stockfish-Mid,white,1n3r2/rpp2pk1/8/4N3/B2PP1pp/B3nPPP/P2KN3/1R1R4 w - - 0 37,a4e8,True
98,Stockfish-Weak,white,1r6/3k4/1p4nN/p1pp3P/P5pb/1P1P2B1/3QK3/1R2R2B w - - 3 50,g3f2,True
92,Stockfish-GM,white,2R5/bN5r/k3bp2/4pP1p/P1ppPP1Q/1P1P3B/3K3P/5N2 w - - 5 47,b3c4,True
135,Stockfish-Strong,black,r4bk1/2P5/r1QpP3/3P1pnp/pp2p2P/4P1p1/6PR/1KR1NB2 b - - 3 68,a8a7,True
136,stupid1,white,5bk1/r1P5/r1QpP3/3P1pnp/pp2p2P/4P1p1/6PR/1KR1NB2 w - - 4 69,c7c8b,False
12,Stockfish-Strong,white,1rbqkb1r/p1pppppp/n7/5n2/p6P/NP3P2/2PPP1P1/R1BQKBNR w KQk - 1 7,e2e4,True
13,stupid2,black,1rbqkb1r/p1pppppp/n7/5n2/p3P2P/NP3P2/2PP2P1/R1BQKBNR b KQk - 0 7,d7d5,False
49,Stockfish-Strong,black,rnb5/p2pk1pr/2pb2n1/4p1P1/Bq2Pp2/RP3P1p/QBPP3P/4K1NR b - - 3 25,b4b6,True
155,Stockfish-Strong,black,3N1k2/7p/7P/2rnPB2/3b4/8/8/5K2 b - - 4 78,d4c3,True
156,stupid1,white,3N1k2/7p/7P/2rnPB2/8/2b5/8/5K2 w - - 5 79,f5g6,False
64,Stockfish-Weak,white,r4b1r/2k2p2/1p5p/1ppP1Pp1/1n1PN3/P7/RKb1NP1P/3B3R w - - 6 33,e2g3,True
84,Stockfish-Weak,white,1n4nr/rb1k1p2/2p5/p1P5/P1qPR1pb/5NN1/6P1/KR6 w - - 0 43,f3e1,True
150,Stockfish-Mid,white,B3kr2/8/p2np3/P1P1P3/7p/2B1K2p/3P4/R7 w - - 5 76,a8c6,True
60,Stockfish-Strong,white,r1b2k2/p1Pp2p1/1pQ1p2r/4np1p/3P1PPq/2n4P/PBN1P3/R1K1NBR1 w - - 6 31,c6d6,True
175,Stockfish-Strong,black,5N2/8/R7/P1P1Np2/1P2k2K/8/5R2/5r2 b - - 6 88,f1g1,True
74,Stockfish-Mid,white,2b3k1/3p1pr1/5b1p/p3p3/1nB1P1nP/2P1R1PN/PPNq1r2/2R1B1K1 w - - 1 38,c4e6,True
149,Stockfish-Strong,black,8/k7/2R1B3/p7/P2p1N2/8/Rp5P/5K1Q b - - 1 75,b2b1b,True
48,Stockfish-Weak,white,r3kb1r/4p1pp/n1pp3n/p4p2/B1PP1P2/PP2P3/2K1Q1bP/1RBN3R w - - 0 25,e2g2,True
180,Stockfish-Weak,white,8/3N3k/5n2/qNpP3K/p7/8/8/b7 w - - 1 91,h5h4,True
84,Stockfish-Weak,white,1n1rk3/1p4B1/rP1p2pp/1N1P2p1/4Pp2/RQ4N1/5nK1/4RB2 w - - 0 43,g7a1,True
152,Stockfish-GM,white,B7/1K6/1R2Pkr1/7r/p2R1P2/p7/P7/8 w - - 9 77,d4d2,True
73,Stockfish-Strong,black,1n2Br2/rpp2pk1/8/4N3/3PP1pp/B3nPPP/P2KN3/1R1R4 b - - 1 37,g7h8,True
4,Stockfish-GM,white,r1bqkbnr/pppppp1p/2n5/6N1/8/8/PPPPPPPP/RNBQKB1R w KQkq - 1 3,f2f4,True
99,Stockfish-Strong,black,1r6/3k4/1p4nN/p1pp3P/P5pb/1P1P4/3QKB2/1R2R2B b - - 4 50,b8d8,True
14,Stockfish-Strong,white,1rbqkb1r/p1p1pppp/n7/3p1n2/p3P2P/NP3P2/2PP2P1/R1BQKBNR w KQk - 0 8,b3a4,True
15,stupid2,black,1rbqkb1r/p1p1pppp/n7/3p1n2/P3P2P/N4P2/2PP2P1/R1BQKBNR b KQk - 0 8,f5d4,False
65,Stockfish-GM,black,r4b1r/2k2p2/1p5p/1ppP1Pp1/1n1PN3/P5N1/RKb2P1P/3B3R b - - 7 33,c7b8,True
157,Stockfish-Strong,black,3N1k2/7p/6BP/2rnP3/8/2b5/8/5K2 b - - 6 79,d5f6,True
137,Stockfish-Strong,black,2B2bk1/r7/r1QpP3/3P1pnp/pp2p2P/4P1p1/6PR/1KR1NB2 b - - 0 69,g5f7,True
138,stupid1,white,2B2bk1/r4n2/r1QpP3/3P1p1p/pp2p2P/4P1p1/6PR/1KR1NB2 w - - 1 70,c6c2,False
93,Stockfish-Mid,black,2R5/bN5r/k3bp2/4pP1p/P1PpPP1Q/3P3B/3K3P/5N2 b - - 0 47,h7h8,True
158,stupid1,white,3N1k2/7p/5nBP/2r1P3/8/2b5/8/5K2 w - - 7 80,d8f7,False
50,Stockfish-GM,white,rnb5/p2pk1pr/1qpb2n1/4p1P1/B3Pp2/RP3P1p/QBPP3P/4K1NR w - - 4 26,g1h3,True
49,Stockfish-Strong,black,r3kb1r/4p1pp/n1pp3n/p4p2/B1PP1P2/PP2P3/2K3QP/1RBN3R b - - 0 25,h6f7,True
181,Stockfish-GM,black,8/3N3k/5n2/qNpP4/p6K/8/8/b7 b - - 2 91,h7g8,True
151,Stockfish-Strong,black,4kr2/8/p1Bnp3/P1P1P3/7p/2B1K2p/3P4/R7 b - - 6 76,e8f7,True
61,Stockfish-Strong,black,r1b2k2/p1Pp2p1/1p1Qp2r/4np1p/3P1PPq/2n4P/PBN1P3/R1K1NBR1 b - - 7 31,f8f7,True
176,Stockfish-Weak,white,5N2/8/R7/P1P1Np2/1P2k2K/8/5R2/6r1 w - - 7 89,a6f6,True
85,Stockfish-GM,black,1n4nr/rb1k1p2/2p5/p1P5/P1qPR1pb/6N1/6P1/KR2N3 b - - 1 43,c4e2,True
150,Stockfish-Strong,white,8/k7/2R1B3/p7/P2p1N2/8/R6P/1b3K1Q w - - 0 76,f1g1,True
85,Stockfish-Strong,black,1n1rk3/1p6/rP1p2pp/1N1P2p1/4Pp2/RQ4N1/5nK1/B3RB2 b - - 1 43,d8d7,True
75,Stockfish-Strong,black,2b3k1/3p1pr1/4Bb1p/p3p3/1n2P1nP/2P1R1PN/PPNq1r2/2R1B1K1 b - - 2 38,g8f8,True
153,Stockfish-Weak,black,B7/1K6/1R2Pkr1/7r/p4P2/p7/P2R4/8 b - - 10 77,g6g8,True
74,Stockfish-Mid,white,1n2Br1k/rpp2p2/8/4N3/3PP1pp/B3nPPP/P2KN3/1R1R4 w - - 2 38,a3b4,True
5,Stockfish-Weak,black,r1bqkbnr/pppppp1p/2n5/6N1/5P2/8/PPPPP1PP/RNBQKB1R b KQkq - 0 3,c6d4,True
100,Stockfish-Weak,white,3r4/3k4/1p4nN/p1pp3P/P5pb/1P1P4/3QKB2/1R2R2B w - - 5 51,d2f4,True
86,Stockfish-Weak,white,1n2k3/1p1r4/rP1p2pp/1N1P2p1/4Pp2/RQ4N1/5nK1/B3RB2 w - - 2 44,a1g7,True
177,Stockfish-Strong,black,5N2/8/5R2/P1P1Np2/1P2k2K/8/5R2/6r1 b - - 8 89,e4d5,True
139,Stockfish-Strong,black,2B2bk1/r4n2/r2pP3/3P1p1p/pp2p2P/4P1p1/2Q3PR/1KR1NB2 b - - 2 70,a7c7,True
140,stupid1,white,2B2bk1/2r2n2/r2pP3/3P1p1p/pp2p2P/4P1p1/2Q3PR/1KR1NB2 w - - 3 71,c2d3,False
51,Stockfish-Strong,black,rnb5/p2pk1pr/1qpb2n1/4p1P1/B3Pp2/RP3P1N/QBPP3P/4K2R b - - 0 26,b6a6,True
94,Stockfish-GM,white,2R4r/bN6/k3bp2/4pP1p/P1PpPP1Q/3P3B/3K3P/5N2 w - - 1 48,d2c2,True
50,Stockfish-Weak,white,r3kb1r/4pnpp/n1pp4/p4p2/B1PP1P2/PP2P3/2K3QP/1RBN3R w - - 1 26,g2f3,True
159,Stockfish-Strong,black,5k2/5N1p/5nBP/2r1P3/8/2b5/8/5K2 b - - 8 80,f6e8,True
66,Stockfish-Weak,white,rk3b1r/5p2/1p5p/1ppP1Pp1/1n1PN3/P5N1/RKb2P1P/3B3R w - - 8 34,d1e2,True
16,Stockfish-Strong,white,1rbqkb1r/p1p1pppp/n7/3p4/P2nP2P/N4P2/2PP2P1/R1BQKBNR w KQk - 1 9,f1a6,True
62,Stockfish-Strong,white,r1b5/p1Pp1kp1/1p1Qp2r/4np1p/3P1PPq/2n4P/PBN1P3/R1K1NBR1 w - - 8 32,d4e5,True
86,Stockfish-Weak,white,1n4nr/rb1k1p2/2p5/p1P5/P2PR1pb/6N1/4q1P1/KR2N3 w - - 2 44,b1b2,True
152,Stockfish-Mid,white,5r2/5k2/p1Bnp3/P1P1P3/7p/2B1K2p/3P4/R7 w - - 7 77,a1a4,True
17,stupid2,black,1rbqkb1r/p1p1pppp/B7/3p4/P2nP2P/N4P2/2PP2P1/R1BQK1NR b KQk - 0 9,d4c6,False
160,stupid1,white,4nk2/5N1p/6BP/2r1P3/8/2b5/8/5K2 w - - 9 81,f1g2,False
182,Stockfish-Weak,white,6k1/3N4/5n2/qNpP4/p6K/8/8/b7 w - - 3 92,d7e5,True
154,Stockfish-GM,white,B5r1/1K6/1R2Pk2/7r/p4P2/p7/P2R4/8 w - - 11 78,d2f2,True
75,Stockfish-Strong,black,1n2Br1k/rpp2p2/8/4N3/1B1PP1pp/4nPPP/P2KN3/1R1R4 b - - 3 38,c7c6,True
6,Stockfish-GM,white,r1bqkbnr/pppppp1p/8/6N1/3n1P2/8/PPPPP1PP/RNBQKB1R w KQkq - 1 4,h1g1,True
76,Stockfish-Mid,white,2b2k2/3p1pr1/4Bb1p/p3p3/1n2P1nP/2P1R1PN/PPNq1r2/2R1B1K1 w - - 3 39,c3b4,True
151,Stockfish-Strong,black,8/k7/2R1B3/p7/P2p1N2/8/R6P/1b4KQ b - - 1 76,b1f5,True
101,Stockfish-Strong,black,3r4/3k4/1p4nN/p1pp3P/P4Qpb/1P1P4/4KB2/1R2R2B b - - 6 51,d8b8,True
178,Stockfish-Weak,white,5N2/8/5R2/P1PkNp2/1P5K/8/5R2/6r1 w - - 9 90,f2a2,True
95,Stockfish-Mid,black,2R4r/bN6/k3bp2/4pP1p/P1PpPP1Q/3P3B/2K4P/5N2 b - - 2 48,e6f5,True
141,Stockfish-Strong,black,2B2bk1/2r2n2/r2pP3/3P1p1p/pp2p2P/3QP1p1/6PR/1KR1NB2 b - - 4 71,g8g7,True
142,stupid1,white,2B2b2/2r2nk1/r2pP3/3P1p1p/pp2p2P/3QP1p1/6PR/1KR1NB2 w - - 5 72,c1c2,False
87,Stockfish-Strong,black,1n2k3/1p1r2B1/rP1p2pp/1N1P2p1/4Pp2/RQ4N1/5nK1/4RB2 b - - 3 44,d7g7,True
52,Stockfish-GM,white,rnb5/p2pk1pr/q1pb2n1/4p1P1/B3Pp2/RP3P1N/QBPP3P/4K2R w - - 1 27,d2d4,True
153,Stockfish-Strong,black,5r2/5k2/p1Bnp3/P1P1P3/R6p/2B1K2p/3P4/8 b - - 8 77,f7g6,True
51,Stockfish-Strong,black,r3kb1r/4pnpp/n1pp4/p4p2/B1PP1P2/PP2PQ2/2K4P/1RBN3R b - - 2 26,e8d8,True
63,Stockfish-Strong,black,r1b5/p1Pp1kp1/1p1Qp2r/4Pp1p/5PPq/2n4P/PBN1P3/R1K1NBR1 b - - 0 32,h4e7,True
87,Stockfish-GM,black,1n4nr/rb1k1p2/2p5/p1P5/P2PR1pb/6N1/1R2q1P1/K3N3 b - - 3 44,h4g3,True
183,Stockfish-GM,black,6k1/8/5n2/qNpPN3/p6K/8/8/b7 b - - 4 92,a5c7,True
67,Stockfish-GM,black,rk3b1r/5p2/1p5p/1ppP1Pp1/1n1PN3/P5N1/RKb1BP1P/7R b - - 9 34,h8g8,True
155,Stockfish-Weak,black,B5r1/1K6/1R2Pk2/7r/p4P2/p7/P4R2/8 b - - 12 78,h5g5,True
76,Stockfish-Mid,white,1n2Br1k/rp3p2/2p5/4N3/1B1PP1pp/4nPPP/P2KN3/1R1R4 w - - 0 39,d2e3,True
7,Stockfish-Weak,black,r1bqkbnr/pppppp1p/8/6N1/3n1P2/8/PPPPP1PP/RNBQKBR1 b Qkq - 2 4,h7h6,True
77,Stockfish-Strong,black,2b2k2/3p1pr1/4Bb1p/p3p3/1P2P1nP/4R1PN/PPNq1r2/2R1B1K1 b - - 0 39,d2c3,True
152,Stockfish-Strong,white,8/k7/2R1B3/p4b2/P2p1N2/8/R6P/6KQ w - - 2 77,f4d3,True
102,Stockfish-Weak,white,1r6/3k4/1p4nN/p1pp3P/P4Qpb/1P1P4/4KB2/1R2R2B w - - 7 52,d3d4,True
161,Stockfish-Strong,black,4nk2/5N1p/6BP/2r1P3/8/2b5/6K1/8 b - - 10 81,c3d4,True
162,stupid1,white,4nk2/5N1p/6BP/2r1P3/3b4/8/6K1/8 w - - 11 82,g2g3,False
18,Stockfish-Strong,white,1rbqkb1r/p1p1pppp/B1n5/3p4/P3P2P/N4P2/2PP2P1/R1BQK1NR w KQk - 1 10,c2c3,True
19,stupid2,black,1rbqkb1r/p1p1pppp/B1n5/3p4/P3P2P/N1P2P2/3P2P1/R1BQK1NR b KQk - 0 10,h7h5,False
179,Stockfish-Strong,black,5N2/8/5R2/P1PkNp2/1P5K/8/R7/6r1 b - - 10 90,g1h1,True
53,Stockfish-Strong,black,rnb5/p2pk1pr/q1pb2n1/4p1P1/B2PPp2/RP3P1N/QBP4P/4K2R b - - 0 27,g6f8,True
